"","id","host_id","host_location","host_response_time","host_response_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","daily_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","TV","WiFi","Air_Condition","Wheelchair_accessible","Kitchen","Breakfast","Elevator","Heating","Washer","Iron","Host_greets_you","Paid_parking_on_premises","Luggage_dropoff_allowed","Long_term_stays_allowed","Doorman","Pets_allowed","Smoking_allowed","Suitable_for_events","24_hour_check_in"
"7975","18317166",33412838,"1","1",57,"0",2,"1","0","8",20154,45.48223,9.17989,"Entire home/apt",4,3,2,2,"1",95,1,80,2,10,1,0,0,0,0,10,96,9,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"7976","18337652",75166504,"1","1",57,"0",1,"1","0","8",20154,45.48703,9.16281,"Entire home/apt",2,3,0,1,"1",59,1,57,1,10,2,26,56,86,361,3,100,10,10,10,10,9,9,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0"
"7977","18382128",43764602,"1","1",57,"0",2,"1","0","8",20154,45.48418,9.16366,"Entire home/apt",2,3,1,1,"1",49,1,30,1,0,1,28,58,83,173,62,87,9,9,10,10,10,8,"1","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0"
"7978","18385220",138138,"1","1",57,"0",23,"1","1","8",20155,45.49335,9.16309,"Entire home/apt",6,5,2,3,"1",89,1,20,2,10,2,10,40,66,341,78,91,9,8,9,9,9,9,"1","1","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0"
"7979","18481300",49402313,"1","1",57,"0",2,"1","1","8",20154,45.48675,9.15915,"Entire home/apt",2,3,1,1,"1",65,1,45,1,10,1,29,59,89,364,36,88,9,9,9,9,9,9,"0","0","0","0","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0"
"7980","18512998",102737624,"1","0",33,"0",4,"1","0","8",20156,45.49621,9.14782,"Entire home/apt",3,6,2,3,"1",220,47,4,1,0,4,0,0,0,0,1,80,8,10,10,10,8,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0"
"7981","18545199",5042362,"1","1",57,"0",2,"1","1","8",20149,45.48888,9.14662,"Entire home/apt",2,3,1,1,"1",67,31,45,1,10,2,1,1,1,1,15,99,10,9,10,10,9,9,"0","1","0","0","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0"
"7982","18621468",40489340,"1","0",57,"0",1,"1","0","8",20154,45.48427,9.17007,"Entire home/apt",4,3,1,2,"1",90,31,69,2,15,3,28,58,88,178,14,99,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0"
"7983","18641915",6773672,"1","1",57,"1",2,"1","1","8",20154,45.48279,9.17045,"Entire home/apt",8,8,4,4,"1",550,47,44,6,50,2,22,43,70,149,22,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0"
"7984","18664339",4571936,"1","1",57,"0",44,"1","0","8",20145,45.48189,9.15934,"Entire home/apt",6,3,2,4,"1",120,1,1,1,35,2,0,0,0,0,2,80,9,8,7,9,8,9,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"7985","18684966",4627170,"0","0",57,"0",3,"1","1","8",20154,45.48634,9.17161,"Entire home/apt",3,3,1,2,"1",90,1,38,1,5,3,0,0,0,210,6,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","0"
"7986","18741370",57019377,"1","1",57,"0",1,"1","0","8",20151,45.49292,9.10108,"Entire home/apt",3,3,0,2,"1",55,13,45,2,15,7,27,57,87,170,3,100,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"7987","18843629",21880313,"1","1",51,"0",7,"1","0","8",20154,45.48222,9.17969,"Entire home/apt",4,3,1,1,"1",99,13,51,1,0,2,0,0,0,3,32,91,9,9,9,9,9,8,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"7988","18845447",131258700,"1","1",57,"0",1,"1","0","8",20154,45.48181,9.1747,"Entire home/apt",3,3,1,1,"1",74,1,60,2,15,1,14,29,50,72,59,81,8,8,8,9,9,8,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0"
"7989","18866644",5625054,"1","1",57,"0",14,"1","1","8",20154,45.47968,9.17453,"Entire home/apt",2,3,1,1,"1",51,1,38,1,0,1,4,9,14,263,201,94,10,9,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","1","0","0","0"
"7990","18906043",117792131,"1","0",57,"0",1,"1","0","8",20156,45.49506,9.14439,"Entire home/apt",3,3,1,1,"1",59,1,1,1,10,2,0,0,9,9,19,94,10,10,10,10,9,9,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"7991","18959764",17185831,"1","1",56,"0",41,"1","1","8",20154,45.48253,9.17684,"Entire home/apt",4,3,1,2,"1",66,1,45,2,13,2,6,12,34,116,20,82,9,9,9,8,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0"
"7992","19061371",28412277,"1","1",56,"0",38,"1","0","8",20156,45.49723,9.14702,"Entire home/apt",2,3,1,1,"1",65,1,54,1,0,1,30,60,72,72,8,80,9,9,9,9,8,8,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","0","1","0","0","0"
"7993","19094515",6301940,"1","1",57,"0",3,"1","1","8",20154,45.48339,9.1746,"Entire home/apt",4,3,1,2,"1",90,1,37,2,10,2,0,0,0,0,4,100,10,10,10,10,9,10,"0","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"7994","19127191",18593362,"1","1",57,"0",71,"1","0","8",20154,45.48188,9.16823,"Entire home/apt",4,3,1,2,"1",80,1,51,2,25,1,27,57,87,332,12,97,10,9,9,9,10,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","0","1","0","0","0"
"7995","19223988",1521257,"0","0",57,"0",1,"1","1","8",20154,45.48326,9.17447,"Entire home/apt",2,3,1,1,"1",67,1,62,1,0,2,27,57,87,140,6,90,9,9,10,10,9,10,"0","0","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1","1","0","0"
"7996","19225601",69980139,"1","0",29,"0",6,"1","0","8",20155,45.48698,9.16097,"Entire home/apt",2,3,1,1,"1",37,1,20,1,10,2,29,59,89,89,13,80,9,9,9,9,9,9,"0","1","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","0"
"7997","19432115",136234726,"1","1",57,"0",1,"1","0","8",20154,45.48109,9.17776,"Entire home/apt",3,3,0,2,"1",62,1,60,2,10,1,4,29,59,239,34,85,9,9,9,9,9,8,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"7998","19451564",21509042,"1","1",47,"1",5,"1","1","8",20154,45.48188,9.17992,"Entire home/apt",4,3,1,0,"1",50,48,30,2,15,2,0,0,0,166,65,97,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0"
"7999","19495747",66869590,"1","1",57,"1",2,"1","0","8",20149,45.48732,9.15124,"Entire home/apt",2,3,0,1,"1",65,1,38,1,0,2,8,12,26,95,32,99,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"8000","19765120",139486855,"1","1",57,"1",1,"1","0","8",20154,45.48253,9.16844,"Entire home/apt",6,5,3,3,"1",120,1,69,3,15,1,2,19,32,282,131,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","1","1","1","0","0","0","0","0"
"8001","19815048",81787023,"1","1",57,"0",2,"1","1","8",20154,45.48729,9.15895,"Entire home/apt",5,3,1,3,"1",69,56,69,2,10,1,20,45,75,164,11,91,10,10,10,10,10,9,"1","0","0","0","1","1","0","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0"
"8002","19882170",13459551,"1","1",57,"1",1,"1","1","8",20154,45.47818,9.18057,"Entire home/apt",6,3,1,3,"1",84,1,38,2,25,2,13,31,53,286,54,96,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"8003","19899454",95290754,"1","1",55,"1",5,"1","1","8",20154,45.47911,9.17462,"Entire home/apt",3,3,1,2,"1",75,31,42,2,15,1,1,11,30,82,140,99,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0"
"8004","19942514",141323780,"1","1",57,"0",0,"1","0","8",20155,45.48902,9.1662,"Entire home/apt",3,3,1,1,"1",150,1,30,2,20,2,25,50,71,148,5,100,10,10,9,10,10,10,"1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","1","0","1","0","0","0","0","0"
"8005","20047603",5056483,"1","1",54,"0",847,"1","1","8",20154,45.48724,9.16114,"Entire home/apt",4,3,1,2,"1",183,66,30,1,0,30,30,60,90,203,1,80,8,8,10,10,8,8,"1","1","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0"
"8006","20134719",73882574,"1","1",57,"1",1,"1","0","8",20151,45.49363,9.12283,"Entire home/apt",4,3,2,3,"1",70,1,68,1,15,1,0,11,38,300,65,99,10,10,10,10,10,10,"1","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0"
"8007","20182274",2400610,"1","1",57,"1",1,"1","0","8",20154,45.48187,9.1734,"Entire home/apt",4,3,1,2,"1",90,1,45,2,100,2,19,28,46,303,39,98,10,10,10,10,10,9,"1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"8008","20201450",9280710,"1","0",9,"0",1,"1","0","8",20155,45.48874,9.16648,"Entire home/apt",2,3,0,1,"1",40,1,63,1,0,2,23,53,83,83,11,73,8,8,8,7,9,7,"0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0"
"8009","20277146",138392198,"1","1",57,"0",3,"1","0","8",20154,45.48246,9.17134,"Entire home/apt",6,8,3,3,"1",80,48,1,1,0,2,0,0,0,0,1,100,10,10,10,10,10,8,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"8010","20534916",74855675,"1","1",33,"1",1,"1","0","8",20154,45.4837,9.17482,"Entire home/apt",2,3,0,1,"1",48,13,30,1,0,2,14,21,49,139,13,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","0","0","0","1","0","0"
"8011","20564165",52224352,"1","1",57,"1",1,"1","0","8",20154,45.48788,9.15906,"Entire home/apt",4,3,1,2,"1",51,1,30,1,20,1,15,20,42,132,57,97,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0"
"8012","20619353",3026123,"1","0",29,"0",12,"1","1","8",20156,45.50072,9.13391,"Entire home/apt",3,3,0,2,"1",70,1,1,1,0,5,29,59,89,364,1,100,10,10,10,10,10,10,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8013","20776223",22318458,"1","1",57,"0",48,"1","0","8",20154,45.48635,9.16368,"Entire home/apt",6,3,2,3,"1",89,1,30,2,5,1,19,38,62,152,155,89,9,8,9,9,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"8014","20811603",39933518,"1","1",57,"1",2,"1","1","8",20156,45.49406,9.14852,"Entire home/apt",2,3,0,1,"1",48,13,1,1,0,2,2,5,12,70,169,96,10,10,10,10,9,10,"1","1","0","0","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"8015","20812909",84302007,"1","0",18,"0",1,"1","0","8",20154,45.47973,9.17856,"Entire home/apt",2,3,1,1,"1",30,1,1,1,0,2,0,1,31,306,18,99,10,9,10,10,9,10,"0","1","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
"8016","20815233",107229386,"1","1",57,"0",6,"1","1","8",20157,45.50971,9.14869,"Entire home/apt",6,3,2,4,"1",61,1,42,2,20,2,28,50,72,162,38,95,9,10,10,10,8,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","1","0","0","0"
"8017","20830204",133674384,"1","1",57,"0",1,"1","0","8",20155,45.49012,9.16103,"Entire home/apt",4,3,2,2,"1",50,56,45,3,20,2,6,22,52,310,5,96,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0"
"8018","20883069",22980219,"1","1",57,"1",3,"1","1","8",20154,45.48559,9.16044,"Entire home/apt",2,3,1,1,"1",85,1,45,2,30,1,2,10,36,296,166,97,10,9,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0"
"8019","20906851",26956294,"1","1",57,"1",3,"1","1","8",20151,45.50188,9.09968,"Entire home/apt",2,3,1,1,"1",50,132,45,1,15,1,8,14,29,72,12,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"8020","20962991",36801245,"1","1",57,"1",1,"1","0","8",20154,45.48431,9.18058,"Entire home/apt",2,3,1,1,"1",50,1,1,1,0,1,0,3,10,10,251,96,10,10,10,10,10,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0"
"8021","21076887",17886501,"1","1",57,"1",0,"1","0","8",20151,45.49801,9.1102,"Entire home/apt",3,3,1,3,"1",50,31,30,2,20,7,1,9,33,33,101,96,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0"
"8022","21200354",153128153,"1","1",57,"1",2,"1","0","8",20154,45.48269,9.16673,"Entire home/apt",3,3,1,3,"1",70,1,1,1,20,1,10,17,41,41,222,98,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","0"
"8023","21235741",153429411,"1","1",57,"0",2,"1","0","8",20156,45.49802,9.14513,"Entire home/apt",2,3,1,1,"2",49,13,34,2,15,1,19,38,68,226,12,83,9,10,10,10,8,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"8024","21259973",1339451,"1","0",46,"0",3,"1","0","8",20145,45.48122,9.16141,"Entire home/apt",4,3,1,2,"1",110,1,45,2,15,5,30,60,90,365,5,100,10,10,10,10,10,9,"0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"8025","21374938",541519,"1","1",57,"0",2,"1","1","8",20156,45.4996,9.14428,"Entire home/apt",2,3,0,1,"1",40,31,30,1,10,1,0,10,10,162,4,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","0","0"
"8026","21405746",131617010,"1","1",57,"1",1,"1","0","8",20149,45.48759,9.1553,"Entire home/apt",3,3,1,1,"1",65,48,45,2,20,2,0,3,19,294,78,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0"
"8027","21443745",155395540,"1","1",57,"0",0,"1","0","8",20154,45.48641,9.17047,"Entire home/apt",4,3,1,2,"1",69,1,63,2,10,1,23,44,69,249,3,93,9,9,9,9,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"8028","21455923",16782369,"1","1",57,"1",3,"1","1","8",20155,45.48882,9.16346,"Entire home/apt",2,3,1,1,"1",79,13,57,1,0,2,0,1,1,1,50,97,10,10,10,10,9,10,"1","1","0","0","0","1","1","0","1","0","1","1","1","1","0","1","1","0","0","1","0","0","0"
"8029","21470483",29199794,"1","1",47,"0",2,"1","1","8",20154,45.4827,9.17565,"Entire home/apt",3,5,1,2,"1",115,13,30,1,0,3,13,38,50,292,17,97,9,10,9,9,10,10,"0","1","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"8030","21485537",123166663,"1","1",57,"1",1,"1","1","8",20154,45.48659,9.16128,"Entire home/apt",2,3,1,1,"1",59,31,38,2,0,1,27,57,83,263,50,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"8031","21508804",89649065,"1","1",45,"0",1,"1","0","8",20157,45.5133,9.13727,"Entire home/apt",5,3,2,3,"1",49,1,55,3,9,2,28,47,77,167,30,83,9,8,9,9,9,8,"1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0"
"8032","21588299",157008749,"0","0",57,"0",1,"1","0","8",20151,45.49807,9.11391,"Entire home/apt",4,3,2,3,"1",150,48,57,1,0,2,10,40,70,160,3,100,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0"
"8033","21592005",138392198,"1","1",57,"0",3,"1","0","8",20154,45.48269,9.18059,"Entire home/apt",2,3,1,2,"1",65,48,1,2,30,2,7,23,53,328,1,80,10,10,10,10,10,10,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","0","1","0","0","0"
"8034","21622989",46025048,"0","1",57,"0",2,"1","1","8",20151,45.50168,9.12681,"Entire home/apt",3,3,1,2,"1",60,1,3,1,30,1,0,0,0,192,1,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"8035","21677767",154547619,"1","1",57,"1",4,"1","0","8",20156,45.4927,9.14547,"Entire home/apt",5,3,2,3,"1",79,1,38,1,0,1,17,32,53,53,110,97,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"8036","21741852",86341676,"1","1",57,"1",1,"1","0","8",20154,45.47916,9.17319,"Entire home/apt",2,3,1,2,"1",30,1,1,1,0,20,9,33,33,34,8,100,10,10,10,10,10,10,"1","0","0","0","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","0","0","0","0"
"8037","21777850",7267021,"1","0",57,"1",2,"1","1","8",20155,45.49518,9.16247,"Entire home/apt",1,3,0,1,"1",25,1,30,1,0,20,0,1,1,12,2,100,9,9,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","1","0","0","0","0"
"8038","21792871",13631944,"1","1",57,"0",3,"1","0","8",20154,45.47957,9.17958,"Entire home/apt",3,3,1,2,"1",95,13,1,1,30,1,29,59,89,179,3,80,8,8,9,9,9,7,"0","1","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"8039","21810933",158811997,"1","1",57,"1",1,"1","0","8",20154,45.48369,9.16183,"Entire home/apt",2,3,1,1,"1",67,1,42,2,0,1,25,50,80,355,35,97,10,10,10,10,10,10,"0","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"8040","21947720",17185831,"1","1",56,"0",41,"1","1","8",20155,45.49314,9.14947,"Entire home/apt",4,3,1,2,"1",48,1,45,2,15,2,21,43,58,146,29,77,8,9,8,8,8,8,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0"
"8041","21993005",5365878,"1","0",46,"0",2,"1","0","8",20154,45.48125,9.17216,"Entire home/apt",4,3,2,2,"1",100,132,57,2,15,1,30,60,90,365,2,90,10,8,10,10,10,9,"1","1","0","0","0","1","0","0","1","0","0","1","1","1","0","0","1","0","0","1","1","0","0"
"8042","21994008",160595865,"1","1",57,"0",1,"1","0","8",20154,45.48583,9.17028,"Entire home/apt",4,3,1,1,"1",104,66,63,2,38,2,17,28,43,96,8,100,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0"
"8043","22044613",74833804,"1","1",57,"1",2,"1","0","8",20154,45.47855,9.1725,"Entire home/apt",5,4,2,4,"1",90,48,80,2,20,2,5,11,15,82,50,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","0","0","1","0","0","0"
"8044","22061806",161137719,"1","1",57,"0",1,"1","0","8",20154,45.47966,9.18032,"Entire home/apt",5,3,1,6,"1",93,13,30,2,10,1,7,29,48,48,121,89,9,9,9,9,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1","0","0","0"
"8045","22123429",27048610,"1","1",57,"0",33,"1","1","8",20151,45.48684,9.12967,"Entire home/apt",4,3,1,2,"1",100,66,45,2,10,2,18,48,75,204,2,90,10,10,9,10,10,9,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0"
"8046","22182461",162060277,"1","1",57,"0",1,"1","0","8",20154,45.48018,9.17038,"Entire home/apt",2,3,1,1,"1",45,1,30,1,10,2,15,39,56,143,58,88,9,8,10,9,9,9,"1","1","0","0","1","1","0","0","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0"
"8047","22289341",121070696,"1","1",57,"1",1,"1","0","8",20155,45.49416,9.1486,"Entire home/apt",4,3,1,2,"1",65,1,38,2,15,2,19,34,64,137,33,99,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"8048","22300768",23712675,"1","1",47,"0",1,"1","0","8",20154,45.4885,9.1625,"Entire home/apt",4,3,2,4,"1",60,1,57,1,0,2,22,50,80,355,16,94,10,9,10,10,10,10,"0","1","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0"
"8049","22331329",49326303,"1","1",49,"0",23,"1","0","8",20154,45.47901,9.16988,"Entire home/apt",4,5,2,2,"1",109,1,57,2,40,1,21,45,67,149,10,88,9,9,9,9,9,8,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0"
"8050","22448663",2628293,"1","1",57,"1",1,"1","0","8",20154,45.47686,9.17192,"Entire home/apt",4,3,2,2,"1",59,78,30,2,20,2,6,8,30,82,101,97,10,10,10,10,10,10,"0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"8051","22481941",4253472,"1","1",57,"0",1,"1","1","8",20149,45.48995,9.153,"Entire home/apt",4,3,2,3,"1",168,13,57,1,50,2,28,58,88,178,10,100,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"8052","22524034",165372233,"1","1",57,"0",1,"1","0","8",20155,45.49613,9.15423,"Entire home/apt",3,3,1,2,"1",52,1,61,2,10,1,30,56,86,266,12,87,9,9,9,9,8,9,"1","1","0","0","0","1","1","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0"
"8053","22529743",160085892,"1","1",57,"1",1,"1","0","8",20151,45.50765,9.10464,"Entire home/apt",5,3,1,3,"1",179,1,45,1,6,1,4,11,35,35,18,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0"
"8054","22560271",165351128,"1","1",57,"0",24,"1","0","8",20154,45.47779,9.17792,"Entire home/apt",4,3,2,3,"1",95,13,94,2,15,2,15,42,70,345,4,85,10,10,9,10,10,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"8055","22725471",167690732,"1","1",57,"1",1,"1","0","8",20145,45.47973,9.15936,"Entire home/apt",4,3,1,2,"1",70,66,45,2,15,2,0,0,0,0,14,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","0","0","0","0","0","0"
"8056","22767048",168164667,"1","1",47,"0",0,"1","0","8",20154,45.48142,9.16954,"Entire home/apt",4,3,1,1,"1",70,1,45,2,10,2,23,51,81,171,38,93,10,9,10,10,10,9,"1","1","0","0","1","1","1","0","1","1","0","1","1","1","1","0","0","1","0","0","0","0","0"
"8057","22807383",1380892,"1","1",57,"0",64,"1","0","8",20154,45.48175,9.17501,"Entire home/apt",2,3,1,1,"1",60,13,63,1,0,1,13,26,56,302,80,92,10,9,8,10,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0"
"8058","22810868",18593362,"1","1",57,"0",71,"1","0","8",20154,45.48375,9.1763,"Entire home/apt",2,3,0,1,"1",150,1,38,2,25,1,25,55,85,330,18,86,9,10,8,9,9,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","0","0","0","0"
"8059","22812084",18593362,"1","1",57,"0",71,"1","0","8",20154,45.48218,9.17589,"Entire home/apt",2,3,0,1,"1",100,1,38,2,25,1,15,45,75,320,11,80,8,9,8,8,9,8,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0"
"8060","22814527",19028489,"1","1",57,"0",39,"1","1","8",20133,45.48282,9.17129,"Entire home/apt",4,5,2,3,"1",75,66,57,2,10,1,0,0,0,146,5,80,6,9,8,6,8,7,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","1"
"8061","22814528",19028489,"1","1",57,"0",39,"1","1","8",20133,45.48308,9.17238,"Entire home/apt",4,3,1,2,"1",60,66,57,2,10,1,12,23,45,320,2,90,10,8,9,10,10,10,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1"
"8062","22900189",23572413,"1","1",57,"1",1,"1","1","8",20154,45.48181,9.17638,"Entire home/apt",2,3,1,1,"1",250,1,30,1,0,2,0,8,38,122,47,100,10,10,10,10,10,10,"0","1","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"8063","22917218",1871776,"1","0",57,"0",1,"1","1","8",20154,45.48269,9.17294,"Entire home/apt",2,3,1,1,"1",100,1,43,1,0,3,29,59,89,89,5,84,10,10,8,9,9,9,"0","1","0","0","1","1","1","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0"
"8064","22924291",26265641,"1","1",57,"1",1,"1","0","8",20156,45.49446,9.14377,"Entire home/apt",2,3,0,1,"1",49,13,30,1,0,2,12,34,64,154,32,98,10,10,10,10,9,10,"0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"8065","22933995",159427839,"1","1",57,"1",1,"1","0","8",20149,45.48709,9.15256,"Entire home/apt",2,3,1,1,"1",46,31,30,1,10,1,1,21,44,289,43,97,10,10,10,10,9,10,"1","1","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
